,Product_Code,ds,y,y_log
3096,P152,2025-07-22,14,2.70805020110221
3097,P152,2025-07-29,6,1.9459101490553132
3098,P152,2025-08-05,7,2.0794415416798357
3099,P152,2025-08-12,13,2.639057329615259
3100,P152,2025-08-19,9,2.302585092994046
3101,P152,2025-08-26,6,1.9459101490553132
3102,P152,2025-09-02,6,1.9459101490553132
3103,P152,2025-09-09,3,1.3862943611198906
3104,P152,2025-09-16,10,2.3978952727983707
3105,P152,2025-09-23,9,2.302585092994046
3106,P152,2025-09-30,12,2.5649493574615367
3107,P152,2025-10-07,14,2.70805020110221
3108,P152,2025-10-14,5,1.791759469228055
3109,P152,2025-10-21,6,1.9459101490553132
3110,P152,2025-10-28,11,2.4849066497880004
3111,P152,2025-11-04,7,2.0794415416798357
3112,P152,2025-11-11,7,2.0794415416798357
3113,P152,2025-11-18,15,2.772588722239781
3114,P152,2025-11-25,8,2.1972245773362196
3115,P152,2025-12-02,12,2.5649493574615367
3116,P152,2025-12-09,3,1.3862943611198906
3117,P152,2025-12-16,11,2.4849066497880004
3118,P152,2025-12-23,15,2.772588722239781
3119,P152,2025-12-30,11,2.4849066497880004
3120,P153,2025-01-07,22,3.1354942159291497
3121,P153,2025-01-14,9,2.302585092994046
3122,P153,2025-01-21,11,2.4849066497880004
3123,P153,2025-01-28,10,2.3978952727983707
3124,P153,2025-02-04,10,2.3978952727983707
3125,P153,2025-02-11,5,1.791759469228055
3126,P153,2025-02-18,9,2.302585092994046
3127,P153,2025-02-25,13,2.639057329615259
3128,P153,2025-03-04,17,2.8903717578961645
3129,P153,2025-03-11,14,2.70805020110221
3130,P153,2025-03-18,10,2.3978952727983707
3131,P153,2025-03-25,12,2.5649493574615367
3132,P153,2025-04-01,11,2.4849066497880004
3133,P153,2025-04-08,13,2.639057329615259
3134,P153,2025-04-15,11,2.4849066497880004
3135,P153,2025-04-22,10,2.3978952727983707
3136,P153,2025-04-29,7,2.0794415416798357
3137,P153,2025-05-06,7,2.0794415416798357
3138,P153,2025-05-13,14,2.70805020110221
3139,P153,2025-05-20,4,1.6094379124341003
3140,P153,2025-05-27,5,1.791759469228055
3141,P153,2025-06-03,6,1.9459101490553132
3142,P153,2025-06-10,7,2.0794415416798357
3143,P153,2025-06-17,9,2.302585092994046
3144,P153,2025-06-24,8,2.1972245773362196
3145,P153,2025-07-01,11,2.4849066497880004
3146,P153,2025-07-08,7,2.0794415416798357
3147,P153,2025-07-15,8,2.1972245773362196
3148,P153,2025-07-22,8,2.1972245773362196
3149,P153,2025-07-29,8,2.1972245773362196
3150,P153,2025-08-05,4,1.6094379124341003
3151,P153,2025-08-12,11,2.4849066497880004
3152,P153,2025-08-19,6,1.9459101490553132
3153,P153,2025-08-26,7,2.0794415416798357
3154,P153,2025-09-02,13,2.639057329615259
3155,P153,2025-09-09,5,1.791759469228055
3156,P153,2025-09-16,7,2.0794415416798357
3157,P153,2025-09-23,8,2.1972245773362196
3158,P153,2025-09-30,8,2.1972245773362196
3159,P153,2025-10-07,8,2.1972245773362196
3160,P153,2025-10-14,6,1.9459101490553132
3161,P153,2025-10-21,8,2.1972245773362196
3162,P153,2025-10-28,9,2.302585092994046
3163,P153,2025-11-04,13,2.639057329615259
3164,P153,2025-11-11,10,2.3978952727983707
3165,P153,2025-11-18,13,2.639057329615259
3166,P153,2025-11-25,10,2.3978952727983707
3167,P153,2025-12-02,8,2.1972245773362196
3168,P153,2025-12-09,7,2.0794415416798357
3169,P153,2025-12-16,8,2.1972245773362196
3170,P153,2025-12-23,11,2.4849066497880004
3171,P153,2025-12-30,10,2.3978952727983707
3172,P154,2025-01-07,12,2.5649493574615367
3173,P154,2025-01-14,14,2.70805020110221
3174,P154,2025-01-21,11,2.4849066497880004
3175,P154,2025-01-28,6,1.9459101490553132
3176,P154,2025-02-04,8,2.1972245773362196
3177,P154,2025-02-11,7,2.0794415416798357
3178,P154,2025-02-18,16,2.833213344056216
3179,P154,2025-02-25,4,1.6094379124341003
3180,P154,2025-03-04,11,2.4849066497880004
3181,P154,2025-03-11,5,1.791759469228055
3182,P154,2025-03-18,8,2.1972245773362196
3183,P154,2025-03-25,5,1.791759469228055
3184,P154,2025-04-01,10,2.3978952727983707
3185,P154,2025-04-08,4,1.6094379124341003
3186,P154,2025-04-15,11,2.4849066497880004
3187,P154,2025-04-22,2,1.0986122886681096
3188,P154,2025-04-29,9,2.302585092994046
3189,P154,2025-05-06,13,2.639057329615259
3190,P154,2025-05-13,13,2.639057329615259
3191,P154,2025-05-20,15,2.772588722239781
3192,P154,2025-05-27,9,2.302585092994046
3193,P154,2025-06-03,9,2.302585092994046
3194,P154,2025-06-10,11,2.4849066497880004
3195,P154,2025-06-17,9,2.302585092994046
3196,P154,2025-06-24,10,2.3978952727983707
3197,P154,2025-07-01,9,2.302585092994046
3198,P154,2025-07-08,7,2.0794415416798357
3199,P154,2025-07-15,13,2.639057329615259
3200,P154,2025-07-22,12,2.5649493574615367
3201,P154,2025-07-29,6,1.9459101490553132
3202,P154,2025-08-05,5,1.791759469228055
3203,P154,2025-08-12,7,2.0794415416798357
3204,P154,2025-08-19,8,2.1972245773362196
3205,P154,2025-08-26,8,2.1972245773362196
3206,P154,2025-09-02,9,2.302585092994046
3207,P154,2025-09-09,10,2.3978952727983707
3208,P154,2025-09-16,6,1.9459101490553132
3209,P154,2025-09-23,7,2.0794415416798357
3210,P154,2025-09-30,12,2.5649493574615367
3211,P154,2025-10-07,5,1.791759469228055
3212,P154,2025-10-14,4,1.6094379124341003
3213,P154,2025-10-21,7,2.0794415416798357
3214,P154,2025-10-28,7,2.0794415416798357
3215,P154,2025-11-04,7,2.0794415416798357
3216,P154,2025-11-11,3,1.3862943611198906
3217,P154,2025-11-18,5,1.791759469228055
3218,P154,2025-11-25,5,1.791759469228055
3219,P154,2025-12-02,5,1.791759469228055
3220,P154,2025-12-09,13,2.639057329615259
3221,P154,2025-12-16,10,2.3978952727983707
3222,P154,2025-12-23,6,1.9459101490553132
3223,P154,2025-12-30,6,1.9459101490553132
3224,P155,2025-01-07,5,1.791759469228055
3225,P155,2025-01-14,7,2.0794415416798357
3226,P155,2025-01-21,4,1.6094379124341003
3227,P155,2025-01-28,3,1.3862943611198906
3228,P155,2025-02-04,4,1.6094379124341003
3229,P155,2025-02-11,3,1.3862943611198906
3230,P155,2025-02-18,2,1.0986122886681096
3231,P155,2025-02-25,4,1.6094379124341003
3232,P155,2025-03-04,3,1.3862943611198906
3233,P155,2025-03-11,5,1.791759469228055
3234,P155,2025-03-18,2,1.0986122886681096
3235,P155,2025-03-25,3,1.3862943611198906
3236,P155,2025-04-01,3,1.3862943611198906
3237,P155,2025-04-08,4,1.6094379124341003
3238,P155,2025-04-15,4,1.6094379124341003
3239,P155,2025-04-22,5,1.791759469228055
3240,P155,2025-04-29,10,2.3978952727983707
3241,P155,2025-05-06,5,1.791759469228055
3242,P155,2025-05-13,5,1.791759469228055
3243,P155,2025-05-20,4,1.6094379124341003
3244,P155,2025-05-27,2,1.0986122886681096
3245,P155,2025-06-03,1,0.6931471805599453
3246,P155,2025-06-10,4,1.6094379124341003
3247,P155,2025-06-17,5,1.791759469228055
3248,P155,2025-06-24,6,1.9459101490553132
3249,P155,2025-07-01,3,1.3862943611198906
3250,P155,2025-07-08,3,1.3862943611198906
3251,P155,2025-07-15,4,1.6094379124341003
3252,P155,2025-07-22,4,1.6094379124341003
3253,P155,2025-07-29,5,1.791759469228055
3254,P155,2025-08-05,8,2.1972245773362196
3255,P155,2025-08-12,4,1.6094379124341003
3256,P155,2025-08-19,3,1.3862943611198906
3257,P155,2025-08-26,1,0.6931471805599453
3258,P155,2025-09-02,3,1.3862943611198906
3259,P155,2025-09-09,4,1.6094379124341003
3260,P155,2025-09-16,7,2.0794415416798357
3261,P155,2025-09-23,5,1.791759469228055
3262,P155,2025-09-30,2,1.0986122886681096
3263,P155,2025-10-07,5,1.791759469228055
3264,P155,2025-10-14,3,1.3862943611198906
3265,P155,2025-10-21,2,1.0986122886681096
3266,P155,2025-10-28,2,1.0986122886681096
3267,P155,2025-11-04,5,1.791759469228055
3268,P155,2025-11-11,5,1.791759469228055
3269,P155,2025-11-18,5,1.791759469228055
3270,P155,2025-11-25,1,0.6931471805599453
3271,P155,2025-12-02,2,1.0986122886681096
3272,P155,2025-12-09,6,1.9459101490553132
3273,P155,2025-12-16,2,1.0986122886681096
3274,P155,2025-12-23,2,1.0986122886681096
3275,P155,2025-12-30,5,1.791759469228055
3276,P156,2025-01-07,1,0.6931471805599453
3277,P156,2025-01-14,4,1.6094379124341003
3278,P156,2025-01-21,6,1.9459101490553132
3279,P156,2025-01-28,6,1.9459101490553132
3280,P156,2025-02-04,3,1.3862943611198906
3281,P156,2025-02-11,8,2.1972245773362196
3282,P156,2025-02-18,2,1.0986122886681096
3283,P156,2025-02-25,3,1.3862943611198906
3284,P156,2025-03-04,4,1.6094379124341003
3285,P156,2025-03-11,6,1.9459101490553132
3286,P156,2025-03-18,3,1.3862943611198906
3287,P156,2025-03-25,6,1.9459101490553132
3288,P156,2025-04-01,4,1.6094379124341003
3289,P156,2025-04-08,3,1.3862943611198906
3290,P156,2025-04-15,2,1.0986122886681096
3291,P156,2025-04-22,6,1.9459101490553132
3292,P156,2025-04-29,1,0.6931471805599453
3293,P156,2025-05-06,5,1.791759469228055
3294,P156,2025-05-13,5,1.791759469228055
3295,P156,2025-05-20,0,0.0
3296,P156,2025-05-27,4,1.6094379124341003
3297,P156,2025-06-03,0,0.0
3298,P156,2025-06-10,5,1.791759469228055
3299,P156,2025-06-17,4,1.6094379124341003
3300,P156,2025-06-24,4,1.6094379124341003
3301,P156,2025-07-01,4,1.6094379124341003
3302,P156,2025-07-08,2,1.0986122886681096
3303,P156,2025-07-15,6,1.9459101490553132
3304,P156,2025-07-22,5,1.791759469228055
3305,P156,2025-07-29,3,1.3862943611198906
3306,P156,2025-08-05,2,1.0986122886681096
3307,P156,2025-08-12,2,1.0986122886681096
3308,P156,2025-08-19,7,2.0794415416798357
3309,P156,2025-08-26,4,1.6094379124341003
3310,P156,2025-09-02,1,0.6931471805599453
3311,P156,2025-09-09,2,1.0986122886681096
3312,P156,2025-09-16,3,1.3862943611198906
3313,P156,2025-09-23,5,1.791759469228055
3314,P156,2025-09-30,2,1.0986122886681096
3315,P156,2025-10-07,5,1.791759469228055
3316,P156,2025-10-14,6,1.9459101490553132
3317,P156,2025-10-21,1,0.6931471805599453
3318,P156,2025-10-28,4,1.6094379124341003
3319,P156,2025-11-04,4,1.6094379124341003
3320,P156,2025-11-11,1,0.6931471805599453
3321,P156,2025-11-18,2,1.0986122886681096
3322,P156,2025-11-25,3,1.3862943611198906
3323,P156,2025-12-02,5,1.791759469228055
3324,P156,2025-12-09,2,1.0986122886681096
3325,P156,2025-12-16,3,1.3862943611198906
3326,P156,2025-12-23,4,1.6094379124341003
3327,P156,2025-12-30,4,1.6094379124341003
3328,P157,2025-01-07,12,2.5649493574615367
3329,P157,2025-01-14,8,2.1972245773362196
3330,P157,2025-01-21,14,2.70805020110221
3331,P157,2025-01-28,7,2.0794415416798357
3332,P157,2025-02-04,8,2.1972245773362196
3333,P157,2025-02-11,10,2.3978952727983707
3334,P157,2025-02-18,11,2.4849066497880004
3335,P157,2025-02-25,14,2.70805020110221
3336,P157,2025-03-04,15,2.772588722239781
3337,P157,2025-03-11,8,2.1972245773362196
3338,P157,2025-03-18,9,2.302585092994046
3339,P157,2025-03-25,14,2.70805020110221
3340,P157,2025-04-01,11,2.4849066497880004
3341,P157,2025-04-08,8,2.1972245773362196
3342,P157,2025-04-15,9,2.302585092994046
3343,P157,2025-04-22,10,2.3978952727983707
3344,P157,2025-04-29,10,2.3978952727983707
3345,P157,2025-05-06,8,2.1972245773362196
3346,P157,2025-05-13,7,2.0794415416798357
3347,P157,2025-05-20,6,1.9459101490553132
3348,P157,2025-05-27,8,2.1972245773362196
3349,P157,2025-06-03,3,1.3862943611198906
3350,P157,2025-06-10,7,2.0794415416798357
3351,P157,2025-06-17,5,1.791759469228055
3352,P157,2025-06-24,4,1.6094379124341003
3353,P157,2025-07-01,15,2.772588722239781
3354,P157,2025-07-08,5,1.791759469228055
3355,P157,2025-07-15,8,2.1972245773362196
3356,P157,2025-07-22,5,1.791759469228055
3357,P157,2025-07-29,11,2.4849066497880004
3358,P157,2025-08-05,3,1.3862943611198906
3359,P157,2025-08-12,8,2.1972245773362196
3360,P157,2025-08-19,7,2.0794415416798357
3361,P157,2025-08-26,5,1.791759469228055
3362,P157,2025-09-02,8,2.1972245773362196
3363,P157,2025-09-09,6,1.9459101490553132
3364,P157,2025-09-16,9,2.302585092994046
3365,P157,2025-09-23,8,2.1972245773362196
3366,P157,2025-09-30,8,2.1972245773362196
3367,P157,2025-10-07,11,2.4849066497880004
3368,P157,2025-10-14,10,2.3978952727983707
3369,P157,2025-10-21,7,2.0794415416798357
3370,P157,2025-10-28,7,2.0794415416798357
3371,P157,2025-11-04,8,2.1972245773362196
3372,P157,2025-11-11,6,1.9459101490553132
3373,P157,2025-11-18,6,1.9459101490553132
3374,P157,2025-11-25,8,2.1972245773362196
3375,P157,2025-12-02,8,2.1972245773362196
3376,P157,2025-12-09,5,1.791759469228055
3377,P157,2025-12-16,12,2.5649493574615367
3378,P157,2025-12-23,5,1.791759469228055
3379,P157,2025-12-30,5,1.791759469228055
3380,P158,2025-01-07,8,2.1972245773362196
3381,P158,2025-01-14,3,1.3862943611198906
3382,P158,2025-01-21,3,1.3862943611198906
3383,P158,2025-01-28,2,1.0986122886681096
3384,P158,2025-02-04,3,1.3862943611198906
3385,P158,2025-02-11,3,1.3862943611198906
3386,P158,2025-02-18,4,1.6094379124341003
3387,P158,2025-02-25,5,1.791759469228055
3388,P158,2025-03-04,2,1.0986122886681096
3389,P158,2025-03-11,7,2.0794415416798357
3390,P158,2025-03-18,7,2.0794415416798357
3391,P158,2025-03-25,3,1.3862943611198906
3392,P158,2025-04-01,9,2.302585092994046
3393,P158,2025-04-08,3,1.3862943611198906
3394,P158,2025-04-15,4,1.6094379124341003
3395,P158,2025-04-22,6,1.9459101490553132
3396,P158,2025-04-29,3,1.3862943611198906
3397,P158,2025-05-06,2,1.0986122886681096
3398,P158,2025-05-13,4,1.6094379124341003
3399,P158,2025-05-20,2,1.0986122886681096
3400,P158,2025-05-27,6,1.9459101490553132
3401,P158,2025-06-03,2,1.0986122886681096
3402,P158,2025-06-10,5,1.791759469228055
3403,P158,2025-06-17,2,1.0986122886681096
3404,P158,2025-06-24,2,1.0986122886681096
3405,P158,2025-07-01,3,1.3862943611198906
3406,P158,2025-07-08,5,1.791759469228055
3407,P158,2025-07-15,1,0.6931471805599453
3408,P158,2025-07-22,3,1.3862943611198906
3409,P158,2025-07-29,1,0.6931471805599453
3410,P158,2025-08-05,0,0.0
3411,P158,2025-08-12,6,1.9459101490553132
3412,P158,2025-08-19,1,0.6931471805599453
3413,P158,2025-08-26,3,1.3862943611198906
3414,P158,2025-09-02,1,0.6931471805599453
3415,P158,2025-09-09,3,1.3862943611198906
3416,P158,2025-09-16,4,1.6094379124341003
3417,P158,2025-09-23,1,0.6931471805599453
3418,P158,2025-09-30,3,1.3862943611198906
3419,P158,2025-10-07,2,1.0986122886681096
3420,P158,2025-10-14,2,1.0986122886681096
3421,P158,2025-10-21,4,1.6094379124341003
3422,P158,2025-10-28,2,1.0986122886681096
3423,P158,2025-11-04,2,1.0986122886681096
3424,P158,2025-11-11,6,1.9459101490553132
3425,P158,2025-11-18,2,1.0986122886681096
3426,P158,2025-11-25,4,1.6094379124341003
3427,P158,2025-12-02,2,1.0986122886681096
3428,P158,2025-12-09,4,1.6094379124341003
3429,P158,2025-12-16,7,2.0794415416798357
3430,P158,2025-12-23,3,1.3862943611198906
3431,P158,2025-12-30,5,1.791759469228055
3432,P159,2025-01-07,2,1.0986122886681096
3433,P159,2025-01-14,2,1.0986122886681096
3434,P159,2025-01-21,9,2.302585092994046
3435,P159,2025-01-28,5,1.791759469228055
3436,P159,2025-02-04,2,1.0986122886681096
3437,P159,2025-02-11,7,2.0794415416798357
3438,P159,2025-02-18,4,1.6094379124341003
3439,P159,2025-02-25,4,1.6094379124341003
3440,P159,2025-03-04,5,1.791759469228055
3441,P159,2025-03-11,7,2.0794415416798357
3442,P159,2025-03-18,2,1.0986122886681096
3443,P159,2025-03-25,8,2.1972245773362196
3444,P159,2025-04-01,3,1.3862943611198906
3445,P159,2025-04-08,5,1.791759469228055
3446,P159,2025-04-15,4,1.6094379124341003
3447,P159,2025-04-22,7,2.0794415416798357
3448,P159,2025-04-29,3,1.3862943611198906
3449,P159,2025-05-06,4,1.6094379124341003
3450,P159,2025-05-13,4,1.6094379124341003
3451,P159,2025-05-20,5,1.791759469228055
3452,P159,2025-05-27,7,2.0794415416798357
3453,P159,2025-06-03,1,0.6931471805599453
3454,P159,2025-06-10,4,1.6094379124341003
3455,P159,2025-06-17,2,1.0986122886681096
3456,P159,2025-06-24,4,1.6094379124341003
3457,P159,2025-07-01,2,1.0986122886681096
3458,P159,2025-07-08,4,1.6094379124341003
3459,P159,2025-07-15,1,0.6931471805599453
3460,P159,2025-07-22,4,1.6094379124341003
3461,P159,2025-07-29,5,1.791759469228055
3462,P159,2025-08-05,4,1.6094379124341003
3463,P159,2025-08-12,5,1.791759469228055
3464,P159,2025-08-19,2,1.0986122886681096
3465,P159,2025-08-26,3,1.3862943611198906
3466,P159,2025-09-02,2,1.0986122886681096
3467,P159,2025-09-09,3,1.3862943611198906
3468,P159,2025-09-16,7,2.0794415416798357
3469,P159,2025-09-23,1,0.6931471805599453
3470,P159,2025-09-30,3,1.3862943611198906
3471,P159,2025-10-07,4,1.6094379124341003
3472,P159,2025-10-14,4,1.6094379124341003
3473,P159,2025-10-21,2,1.0986122886681096
3474,P159,2025-10-28,4,1.6094379124341003
3475,P159,2025-11-04,6,1.9459101490553132
3476,P159,2025-11-11,4,1.6094379124341003
3477,P159,2025-11-18,9,2.302585092994046
3478,P159,2025-11-25,2,1.0986122886681096
3479,P159,2025-12-02,3,1.3862943611198906
3480,P159,2025-12-09,4,1.6094379124341003
3481,P159,2025-12-16,4,1.6094379124341003
3482,P159,2025-12-23,3,1.3862943611198906
3483,P159,2025-12-30,7,2.0794415416798357
3484,P16,2025-01-07,30,3.4339872044851463
3485,P16,2025-01-14,27,3.332204510175204
3486,P16,2025-01-21,27,3.332204510175204
3487,P16,2025-01-28,43,3.784189633918261
3488,P16,2025-02-04,29,3.4011973816621555
3489,P16,2025-02-11,32,3.4965075614664802
3490,P16,2025-02-18,49,3.912023005428146
3491,P16,2025-02-25,41,3.7376696182833684
3492,P16,2025-03-04,49,3.912023005428146
3493,P16,2025-03-11,38,3.6635616461296463
3494,P16,2025-03-18,42,3.7612001156935624
3495,P16,2025-03-25,30,3.4339872044851463
3496,P16,2025-04-01,43,3.784189633918261
3497,P16,2025-04-08,43,3.784189633918261
3498,P16,2025-04-15,54,4.007333185232471
3499,P16,2025-04-22,48,3.8918202981106265
3500,P16,2025-04-29,34,3.5553480614894135
3501,P16,2025-05-06,36,3.6109179126442243
3502,P16,2025-05-13,44,3.8066624897703196
3503,P16,2025-05-20,43,3.784189633918261
3504,P16,2025-05-27,44,3.8066624897703196
3505,P16,2025-06-03,28,3.367295829986474
3506,P16,2025-06-10,35,3.58351893845611
3507,P16,2025-06-17,29,3.4011973816621555
3508,P16,2025-06-24,43,3.784189633918261
3509,P16,2025-07-01,30,3.4339872044851463
3510,P16,2025-07-08,27,3.332204510175204
3511,P16,2025-07-15,30,3.4339872044851463
3512,P16,2025-07-22,29,3.4011973816621555
3513,P16,2025-07-29,35,3.58351893845611
3514,P16,2025-08-05,42,3.7612001156935624
3515,P16,2025-08-12,39,3.6888794541139363
3516,P16,2025-08-19,38,3.6635616461296463
3517,P16,2025-08-26,38,3.6635616461296463
3518,P16,2025-09-02,38,3.6635616461296463
3519,P16,2025-09-09,34,3.5553480614894135
3520,P16,2025-09-16,32,3.4965075614664802
3521,P16,2025-09-23,31,3.4657359027997265
3522,P16,2025-09-30,33,3.5263605246161616
3523,P16,2025-10-07,32,3.4965075614664802
3524,P16,2025-10-14,36,3.6109179126442243
3525,P16,2025-10-21,34,3.5553480614894135
3526,P16,2025-10-28,40,3.713572066704308
3527,P16,2025-11-04,30,3.4339872044851463
3528,P16,2025-11-11,33,3.5263605246161616
3529,P16,2025-11-18,39,3.6888794541139363
3530,P16,2025-11-25,42,3.7612001156935624
3531,P16,2025-12-02,45,3.828641396489095
3532,P16,2025-12-09,31,3.4657359027997265
3533,P16,2025-12-16,31,3.4657359027997265
3534,P16,2025-12-23,23,3.1780538303479458
3535,P16,2025-12-30,22,3.1354942159291497
3536,P160,2025-01-07,9,2.302585092994046
3537,P160,2025-01-14,8,2.1972245773362196
3538,P160,2025-01-21,10,2.3978952727983707
3539,P160,2025-01-28,13,2.639057329615259
3540,P160,2025-02-04,14,2.70805020110221
3541,P160,2025-02-11,10,2.3978952727983707
3542,P160,2025-02-18,15,2.772588722239781
3543,P160,2025-02-25,9,2.302585092994046
3544,P160,2025-03-04,6,1.9459101490553132
3545,P160,2025-03-11,6,1.9459101490553132
3546,P160,2025-03-18,7,2.0794415416798357
3547,P160,2025-03-25,16,2.833213344056216
3548,P160,2025-04-01,14,2.70805020110221
3549,P160,2025-04-08,5,1.791759469228055
3550,P160,2025-04-15,9,2.302585092994046
3551,P160,2025-04-22,9,2.302585092994046
3552,P160,2025-04-29,8,2.1972245773362196
3553,P160,2025-05-06,12,2.5649493574615367
3554,P160,2025-05-13,9,2.302585092994046
3555,P160,2025-05-20,12,2.5649493574615367
3556,P160,2025-05-27,6,1.9459101490553132
3557,P160,2025-06-03,4,1.6094379124341003
3558,P160,2025-06-10,15,2.772588722239781
3559,P160,2025-06-17,4,1.6094379124341003
3560,P160,2025-06-24,4,1.6094379124341003
3561,P160,2025-07-01,8,2.1972245773362196
3562,P160,2025-07-08,4,1.6094379124341003
3563,P160,2025-07-15,8,2.1972245773362196
3564,P160,2025-07-22,7,2.0794415416798357
3565,P160,2025-07-29,8,2.1972245773362196
3566,P160,2025-08-05,7,2.0794415416798357
3567,P160,2025-08-12,15,2.772588722239781
3568,P160,2025-08-19,7,2.0794415416798357
3569,P160,2025-08-26,14,2.70805020110221
3570,P160,2025-09-02,6,1.9459101490553132
3571,P160,2025-09-09,3,1.3862943611198906
3572,P160,2025-09-16,7,2.0794415416798357
3573,P160,2025-09-23,8,2.1972245773362196
3574,P160,2025-09-30,13,2.639057329615259
3575,P160,2025-10-07,11,2.4849066497880004
3576,P160,2025-10-14,12,2.5649493574615367
3577,P160,2025-10-21,8,2.1972245773362196
3578,P160,2025-10-28,7,2.0794415416798357
3579,P160,2025-11-04,7,2.0794415416798357
3580,P160,2025-11-11,6,1.9459101490553132
3581,P160,2025-11-18,9,2.302585092994046
3582,P160,2025-11-25,9,2.302585092994046
3583,P160,2025-12-02,14,2.70805020110221
3584,P160,2025-12-09,11,2.4849066497880004
3585,P160,2025-12-16,11,2.4849066497880004
3586,P160,2025-12-23,8,2.1972245773362196
3587,P160,2025-12-30,11,2.4849066497880004
3588,P161,2025-01-07,5,1.791759469228055
3589,P161,2025-01-14,6,1.9459101490553132
3590,P161,2025-01-21,5,1.791759469228055
3591,P161,2025-01-28,7,2.0794415416798357
3592,P161,2025-02-04,1,0.6931471805599453
3593,P161,2025-02-11,3,1.3862943611198906
3594,P161,2025-02-18,6,1.9459101490553132
3595,P161,2025-02-25,6,1.9459101490553132
3596,P161,2025-03-04,2,1.0986122886681096
3597,P161,2025-03-11,9,2.302585092994046
3598,P161,2025-03-18,4,1.6094379124341003
3599,P161,2025-03-25,6,1.9459101490553132
3600,P161,2025-04-01,5,1.791759469228055
3601,P161,2025-04-08,2,1.0986122886681096
3602,P161,2025-04-15,2,1.0986122886681096
3603,P161,2025-04-22,5,1.791759469228055
3604,P161,2025-04-29,7,2.0794415416798357
3605,P161,2025-05-06,3,1.3862943611198906
3606,P161,2025-05-13,6,1.9459101490553132
3607,P161,2025-05-20,3,1.3862943611198906
3608,P161,2025-05-27,5,1.791759469228055
3609,P161,2025-06-03,6,1.9459101490553132
3610,P161,2025-06-10,2,1.0986122886681096
3611,P161,2025-06-17,7,2.0794415416798357
3612,P161,2025-06-24,4,1.6094379124341003
3613,P161,2025-07-01,2,1.0986122886681096
3614,P161,2025-07-08,3,1.3862943611198906
3615,P161,2025-07-15,5,1.791759469228055
3616,P161,2025-07-22,4,1.6094379124341003
3617,P161,2025-07-29,6,1.9459101490553132
3618,P161,2025-08-05,3,1.3862943611198906
3619,P161,2025-08-12,6,1.9459101490553132
3620,P161,2025-08-19,2,1.0986122886681096
3621,P161,2025-08-26,2,1.0986122886681096
3622,P161,2025-09-02,3,1.3862943611198906
3623,P161,2025-09-09,6,1.9459101490553132
3624,P161,2025-09-16,2,1.0986122886681096
3625,P161,2025-09-23,6,1.9459101490553132
3626,P161,2025-09-30,2,1.0986122886681096
3627,P161,2025-10-07,5,1.791759469228055
3628,P161,2025-10-14,4,1.6094379124341003
3629,P161,2025-10-21,5,1.791759469228055
3630,P161,2025-10-28,2,1.0986122886681096
3631,P161,2025-11-04,5,1.791759469228055
3632,P161,2025-11-11,6,1.9459101490553132
3633,P161,2025-11-18,4,1.6094379124341003
3634,P161,2025-11-25,3,1.3862943611198906
3635,P161,2025-12-02,4,1.6094379124341003
3636,P161,2025-12-09,9,2.302585092994046
3637,P161,2025-12-16,4,1.6094379124341003
3638,P161,2025-12-23,2,1.0986122886681096
3639,P161,2025-12-30,6,1.9459101490553132
3640,P162,2025-01-07,13,2.639057329615259
3641,P162,2025-01-14,9,2.302585092994046
3642,P162,2025-01-21,12,2.5649493574615367
3643,P162,2025-01-28,9,2.302585092994046
3644,P162,2025-02-04,11,2.4849066497880004
3645,P162,2025-02-11,11,2.4849066497880004
3646,P162,2025-02-18,9,2.302585092994046
3647,P162,2025-02-25,11,2.4849066497880004
3648,P162,2025-03-04,9,2.302585092994046
3649,P162,2025-03-11,9,2.302585092994046
3650,P162,2025-03-18,18,2.9444389791664403
3651,P162,2025-03-25,5,1.791759469228055
3652,P162,2025-04-01,8,2.1972245773362196
3653,P162,2025-04-08,10,2.3978952727983707
3654,P162,2025-04-15,11,2.4849066497880004
3655,P162,2025-04-22,12,2.5649493574615367
3656,P162,2025-04-29,10,2.3978952727983707
3657,P162,2025-05-06,12,2.5649493574615367
3658,P162,2025-05-13,8,2.1972245773362196
3659,P162,2025-05-20,10,2.3978952727983707
3660,P162,2025-05-27,7,2.0794415416798357
3661,P162,2025-06-03,13,2.639057329615259
3662,P162,2025-06-10,10,2.3978952727983707
3663,P162,2025-06-17,9,2.302585092994046
3664,P162,2025-06-24,6,1.9459101490553132
3665,P162,2025-07-01,10,2.3978952727983707
3666,P162,2025-07-08,5,1.791759469228055
3667,P162,2025-07-15,7,2.0794415416798357
3668,P162,2025-07-22,9,2.302585092994046
3669,P162,2025-07-29,12,2.5649493574615367
3670,P162,2025-08-05,8,2.1972245773362196
3671,P162,2025-08-12,4,1.6094379124341003
3672,P162,2025-08-19,5,1.791759469228055
3673,P162,2025-08-26,7,2.0794415416798357
3674,P162,2025-09-02,9,2.302585092994046
3675,P162,2025-09-09,12,2.5649493574615367
3676,P162,2025-09-16,9,2.302585092994046
3677,P162,2025-09-23,4,1.6094379124341003
3678,P162,2025-09-30,3,1.3862943611198906
3679,P162,2025-10-07,9,2.302585092994046
3680,P162,2025-10-14,2,1.0986122886681096
3681,P162,2025-10-21,8,2.1972245773362196
3682,P162,2025-10-28,5,1.791759469228055
3683,P162,2025-11-04,4,1.6094379124341003
3684,P162,2025-11-11,14,2.70805020110221
